Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-10-05,11:36:21,576,12.74,14.00,10.00,1.06
2001-10-05,11:43:32,576,6.18,74.00,11.00,0.15
2001-10-05,11:47:04,576,11.04,15.00,13.00,0.79
2001-10-05,11:49:47,171,11.31,8.00,20.00,0.81
2001-10-05,12:05:33,13,8.71,14.00,15.00,0.60
2001-10-05,12:05:56,9,9.62,16.00,16.00,0.60
2001-10-05,12:08:02,13,11.47,10.00,17.00,0.85
2001-10-05,12:11:18,13,9.27,15.00,14.00,0.64
2001-10-05,12:14:20,13,9.66,8.00,14.00,0.88
2001-10-05,12:16:57,9,15.61,14.00,14.00,1.11
2001-10-05,12:19:16,13,9.32,12.00,12.00,0.78
2001-10-05,12:27:57,13,8.52,19.00,12.00,0.55
2001-10-05,12:31:47,181,7.69,12.00,7.00,0.81
2001-10-05,12:42:10,14,3.48,8.00,17.00,0.28
2001-10-05,14:15:49,10,8.31,14.00,17.00,0.54
2001-10-05,14:19:19,10,7.29,11.00,13.00,0.61
2001-10-05,14:23:06,9,17.03,15.00,16.00,1.10
2001-10-05,14:24:27,10,9.56,16.00,11.00,0.71
2001-10-05,14:24:35,171,20.04,15.00,17.00,1.25
2001-10-05,14:25:18,9,22.25,17.00,14.00,1.44
2001-10-05,14:27:45,10,7.96,17.00,14.00,0.51
2001-10-05,14:30:39,444,6.46,16.00,17.00,0.39
2001-10-05,14:32:54,10,8.00,16.00,11.00,0.59
2001-10-05,14:33:08,9,21.02,19.00,13.00,1.31
2001-10-05,14:34:27,14,18.75,18.00,15.00,1.14
2001-10-05,14:37:38,171,20.45,16.00,15.00,1.32
2001-10-05,14:39:25,555,8.47,13.00,12.00,0.68
2001-10-05,14:40:47,10,8.45,17.00,21.00,0.44
2001-10-05,14:41:10,17,20.99,15.00,15.00,1.40
2001-10-05,14:44:42,181,23.32,17.00,18.00,1.33
2001-10-05,14:46:40,14,21.45,13.00,26.00,1.10
2001-10-05,14:50:28,9,21.11,17.00,17.00,1.24
2001-10-05,14:50:42,181,22.62,16.00,14.00,1.51
2001-10-05,14:51:26,555,8.55,13.00,16.00,0.59
2001-10-05,14:54:55,9,20.23,17.00,19.00,1.12
2001-10-05,14:55:46,181,24.85,18.00,14.00,1.55
2001-10-05,14:56:44,17,21.18,15.00,15.00,1.41
2001-10-05,14:59:53,9,19.03,14.00,18.00,1.19
2001-10-05,15:00:36,181,22.73,17.00,19.00,1.26
2001-10-05,15:01:08,17,18.92,15.00,9.00,1.58
2001-10-05,15:01:50,11,2.08,18.00,15.00,0.13
2001-10-05,15:03:42,555,4.33,14.00,15.00,0.30
2001-10-05,15:05:29,181,23.46,19.00,19.00,1.23
2001-10-05,15:05:43,11,6.73,11.00,15.00,0.52
2001-10-05,15:06:26,17,22.09,16.00,14.00,1.47
2001-10-05,15:06:58,639,19.46,17.00,10.00,1.44
2001-10-05,15:07:49,555,9.03,17.00,16.00,0.55
2001-10-05,15:07:54,11,23.49,16.00,14.00,1.57
2001-10-05,15:10:02,88,17.60,14.00,19.00,1.07
2001-10-05,15:10:14,181,23.58,17.00,18.00,1.35
2001-10-05,15:11:39,111,18.31,15.00,16.00,1.18
2001-10-05,15:11:55,639,20.25,15.00,17.00,1.27
2001-10-05,15:13:57,11,21.52,18.00,18.00,1.20
2001-10-05,15:14:38,181,23.55,14.00,17.00,1.52
2001-10-05,15:15:45,17,20.72,15.00,12.00,1.53
2001-10-05,15:17:51,639,18.99,17.00,15.00,1.19
2001-10-05,15:18:04,11,23.23,16.00,14.00,1.55
2001-10-05,15:19:45,17,22.20,19.00,15.00,1.31
2001-10-05,15:20:48,181,22.98,17.00,15.00,1.44
2001-10-05,15:22:56,11,21.13,16.00,17.00,1.28
2001-10-05,15:24:10,17,17.29,15.00,19.00,1.02
2001-10-05,15:24:26,639,19.42,16.00,18.00,1.14
2001-10-05,15:25:34,181,24.21,15.00,13.00,1.73
2001-10-05,15:27:58,11,20.32,12.00,14.00,1.56
2001-10-05,15:29:39,639,20.06,16.00,19.00,1.15
2001-10-05,15:29:45,88,1.99,16.00,16.00,0.12
2001-10-05,15:30:08,17,15.56,17.00,16.00,0.94
2001-10-05,15:32:13,11,21.94,16.00,16.00,1.37
2001-10-05,15:33:29,17,17.98,15.00,14.00,1.24
2001-10-05,15:35:44,181,20.95,14.00,14.00,1.50
2001-10-05,15:36:01,11,21.35,12.00,17.00,1.47
2001-10-05,15:37:11,555,7.87,13.00,10.00,0.68
2001-10-05,15:39:12,14,20.27,14.00,16.00,1.35
2001-10-05,15:39:48,11,21.69,17.00,21.00,1.14
2001-10-05,15:42:16,181,18.97,13.00,14.00,1.41
2001-10-05,15:44:09,639,19.17,17.00,12.00,1.32
2001-10-05,15:46:42,11,21.94,14.00,12.00,1.69
2001-10-05,15:47:32,555,8.68,15.00,21.00,0.48
2001-10-05,15:48:49,181,19.44,13.00,11.00,1.62
