Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-10-04,12:22:11,12,4.18,10.00,10.00,0.42
2000-10-04,12:22:38,66,2.22,9.00,9.00,0.25
2000-10-04,12:25:08,8,1.91,8.00,8.00,0.24
2000-10-04,12:26:08,111,4.31,9.00,9.00,0.48
2000-10-04,12:27:42,88,6.31,9.00,9.00,0.70
2000-10-04,12:30:46,28,7.63,9.00,9.00,0.85
2000-10-04,12:33:57,25,15.10,11.00,11.00,1.37
2000-10-04,12:35:06,88,7.25,10.00,10.00,0.72
2000-10-04,12:35:44,28,10.64,12.00,12.00,0.89
2000-10-04,12:36:30,66,11.77,11.00,11.00,1.07
2000-10-04,12:36:43,111,15.92,11.00,11.00,1.45
2000-10-04,12:37:01,8,7.52,11.00,11.00,0.68
2000-10-04,12:39:44,7,4.59,11.00,13.00,0.38
2000-10-04,12:44:20,88,6.48,13.00,10.00,0.56
2000-10-04,12:44:42,12,4.41,9.00,12.00,0.42
2000-10-04,12:45:37,9,11.73,14.00,10.00,0.98
2000-10-04,12:45:56,6222,8.60,15.00,13.00,0.61
2000-10-04,12:47:08,111,17.25,14.00,11.00,1.38
2000-10-04,12:49:47,7,7.22,14.00,10.00,0.60
2000-10-04,12:50:20,28,13.18,11.00,13.00,1.10
2000-10-04,12:51:24,66,19.50,11.00,16.00,1.44
2000-10-04,12:51:49,9,19.01,10.00,15.00,1.52
2000-10-04,12:54:52,8,10.60,13.00,15.00,0.76
2000-10-04,12:56:20,11,16.45,14.00,13.00,1.22
2000-10-04,12:57:11,12,5.63,14.00,16.00,0.38
2000-10-04,12:57:22,6222,9.10,14.00,14.00,0.65
2000-10-04,12:57:32,28,10.03,13.00,14.00,0.74
2000-10-04,12:59:09,197,13.88,11.00,13.00,1.16
2000-10-04,13:01:13,111,15.90,15.00,12.00,1.18
2000-10-04,13:02:31,11,17.94,11.00,12.00,1.56
2000-10-04,13:03:17,28,14.13,14.00,13.00,1.05
2000-10-04,13:04:03,9,17.34,11.00,14.00,1.39
2000-10-04,13:04:53,8,16.75,15.00,15.00,1.12
2000-10-04,13:05:15,7,18.85,14.00,10.00,1.57
2000-10-04,13:07:14,6222,8.46,13.00,12.00,0.68
2000-10-04,13:09:19,9,7.90,14.00,14.00,0.56
2000-10-04,13:09:32,28,16.55,15.00,13.00,1.18
2000-10-04,13:10:59,25,10.16,12.00,12.00,0.85
2000-10-04,13:12:12,458,7.87,12.00,12.00,0.66
2000-10-04,13:13:08,28,10.11,14.00,11.00,0.81
2000-10-04,13:13:53,111,4.97,12.00,10.00,0.45
2000-10-04,13:20:38,458,2.89,10.00,7.00,0.34
2000-10-04,13:21:11,6222,4.52,8.00,8.00,0.56
2000-10-04,13:21:32,88,4.24,9.00,11.00,0.42
2000-10-04,13:23:38,458,6.19,6.00,10.00,0.77
2000-10-04,13:25:45,61,6.13,7.00,10.00,0.72
2000-10-04,13:28:34,6222,5.65,14.00,10.00,0.47
2000-10-04,13:31:21,25,15.23,10.00,12.00,1.38
2000-10-04,13:33:48,458,5.91,11.00,11.00,0.54
2000-10-04,13:35:05,11,18.14,12.00,14.00,1.40
2000-10-04,13:35:42,8,17.71,13.00,11.00,1.48
2000-10-04,13:35:52,9,19.07,17.00,11.00,1.36
2000-10-04,13:36:34,66,17.63,14.00,11.00,1.41
2000-10-04,13:36:41,197,16.62,16.00,12.00,1.19
2000-10-04,13:37:42,458,7.23,13.00,11.00,0.60
2000-10-04,13:39:45,88,5.43,13.00,11.00,0.45
2000-10-04,13:40:49,6222,6.55,8.00,10.00,0.73
2000-10-04,13:43:54,25,15.15,10.00,12.00,1.38
2000-10-04,13:47:07,197,15.61,13.00,12.00,1.25
2000-10-04,13:47:20,111,5.76,11.00,12.00,0.50
2000-10-04,13:49:42,61,3.63,13.00,12.00,0.29
2000-10-04,13:50:27,6222,7.82,13.00,12.00,0.63
2000-10-04,14:03:59,9,17.39,14.00,12.00,1.34
2000-10-04,14:04:25,111,18.26,10.00,11.00,1.74
2000-10-04,14:07:09,458,7.69,13.00,12.00,0.61
2000-10-04,14:08:20,11,16.83,11.00,10.00,1.60
2000-10-04,14:10:09,66,14.14,11.00,12.00,1.23
2000-10-04,14:12:04,458,6.68,11.00,11.00,0.61
2000-10-04,14:16:14,30,7.08,13.00,12.00,0.57
2000-10-04,14:18:45,197,16.94,12.00,11.00,1.47
2000-10-04,14:20:39,458,5.66,15.00,13.00,0.40
2000-10-04,14:20:57,30,4.66,9.00,15.00,0.39
2000-10-04,14:21:13,7,20.31,15.00,16.00,1.31
2000-10-04,14:22:39,8,16.15,13.00,13.00,1.24
2000-10-04,14:23:37,458,10.50,14.00,13.00,0.78
2000-10-04,14:24:25,150,18.25,12.00,13.00,1.46
2000-10-04,14:24:36,30,8.46,14.00,13.00,0.63
2000-10-04,14:28:49,30,5.82,10.00,13.00,0.51
2000-10-04,14:29:08,150,15.94,13.00,12.00,1.28
2000-10-04,14:30:40,458,8.94,13.00,11.00,0.74
2000-10-04,14:32:09,30,7.85,12.00,15.00,0.58
2000-10-04,14:32:49,9,18.38,14.00,18.00,1.15
2000-10-04,14:33:30,7,20.73,14.00,13.00,1.54
2000-10-04,14:36:05,8,17.21,15.00,15.00,1.15
2000-10-04,14:36:32,458,11.11,14.00,13.00,0.82
2000-10-04,14:36:56,11,18.30,15.00,13.00,1.31
2000-10-04,14:41:16,30,7.18,12.00,13.00,0.57
2000-10-04,14:42:31,18,4.66,11.00,13.00,0.39
2000-10-04,14:45:18,30,5.81,12.00,11.00,0.51
2000-10-04,14:46:21,28,7.11,12.00,11.00,0.62
2000-10-04,14:51:27,30,5.37,10.00,9.00,0.56
2000-10-04,14:52:20,18,3.24,9.00,8.00,0.38
2000-10-04,14:55:36,458,6.30,10.00,11.00,0.60
2000-10-04,15:01:26,458,4.73,9.00,8.00,0.56
2000-10-04,15:01:31,1,10.30,9.00,9.00,1.14
2000-10-04,15:02:05,18,3.30,10.00,9.00,0.35
2000-10-04,15:04:17,1,10.08,12.00,10.00,0.92
2000-10-04,15:06:59,501,7.12,10.00,7.00,0.84
2000-10-04,15:08:31,1,8.65,7.00,10.00,1.02
2000-10-04,15:08:54,458,4.74,10.00,11.00,0.45
2000-10-04,15:10:31,501,7.98,11.00,11.00,0.73
2000-10-04,15:11:17,1,10.27,12.00,10.00,0.93
2000-10-04,15:12:33,18,3.47,9.00,10.00,0.37
2000-10-04,15:13:49,501,6.60,9.00,7.00,0.82
2000-10-04,15:14:49,1,9.96,9.00,9.00,1.11
2000-10-04,15:17:55,501,7.03,9.00,6.00,0.94
2000-10-04,15:19:16,150,10.57,9.00,12.00,1.01
2000-10-04,15:21:10,61,6.04,9.00,9.00,0.67
2000-10-04,15:21:14,501,8.12,11.00,11.00,0.74
2000-10-04,15:21:33,1,10.45,9.00,11.00,1.05
2000-10-04,15:21:55,50,12.84,7.00,10.00,1.51
2000-10-04,15:23:34,18,3.70,8.00,10.00,0.41
2000-10-04,15:24:40,501,8.50,10.00,9.00,0.89
2000-10-04,15:24:44,1,8.97,9.00,11.00,0.90
2000-10-04,15:27:18,61,5.29,12.00,9.00,0.50
2000-10-04,15:27:38,50,11.16,8.00,7.00,1.49
2000-10-04,15:27:59,501,6.86,8.00,9.00,0.81
2000-10-04,15:28:13,1,9.22,10.00,8.00,1.02
2000-10-04,15:31:20,458,2.91,8.00,8.00,0.36
2000-10-04,15:31:30,501,8.43,9.00,9.00,0.94
2000-10-04,15:32:51,61,5.64,9.00,8.00,0.66
2000-10-04,15:33:26,18,3.67,7.00,8.00,0.49
2000-10-04,15:33:40,1,9.63,10.00,10.00,0.96
2000-10-04,15:34:34,50,11.20,9.00,8.00,1.32
2000-10-04,15:36:44,1,9.05,8.00,10.00,1.00
2000-10-04,15:37:08,50,12.12,9.00,9.00,1.35
2000-10-04,15:39:41,50,14.10,10.00,8.00,1.57
2000-10-04,15:40:38,18,4.24,11.00,11.00,0.39
2000-10-04,15:41:17,458,5.32,9.00,10.00,0.56
2000-10-04,15:42:17,1,10.00,9.00,9.00,1.11
2000-10-04,15:44:01,50,11.05,9.00,9.00,1.23
2000-10-04,15:45:14,1,8.63,9.00,8.00,1.01
2000-10-04,15:45:46,501,8.26,8.00,10.00,0.92
2000-10-04,15:48:00,50,10.04,9.00,10.00,1.06
2000-10-04,15:48:35,1,9.69,11.00,11.00,0.88
2000-10-04,15:48:51,501,9.47,9.00,10.00,1.00
2000-10-04,15:50:20,18,3.44,10.00,10.00,0.34
2000-10-04,15:51:48,50,11.43,9.00,13.00,1.04
2000-10-04,15:52:11,458,4.82,9.00,8.00,0.57
2000-10-04,15:52:16,501,7.63,8.00,8.00,0.95
2000-10-04,15:55:04,50,11.01,11.00,11.00,1.00
2000-10-04,15:55:16,274,8.14,9.00,9.00,0.90
2000-10-04,15:55:30,27,4.68,10.00,9.00,0.49
2000-10-04,15:57:25,1,9.86,10.00,11.00,0.94
2000-10-04,15:57:38,50,11.75,11.00,9.00,1.17
2000-10-04,15:58:49,458,5.29,9.00,9.00,0.59
2000-10-04,15:58:52,274,7.35,11.00,9.00,0.73
2000-10-04,16:00:25,18,3.27,10.00,10.00,0.33
2000-10-04,16:00:34,50,12.29,7.00,9.00,1.54
2000-10-04,16:00:42,1,10.39,12.00,8.00,1.04
2000-10-04,16:03:19,50,11.90,10.00,10.00,1.19
2000-10-04,16:03:27,28,11.98,10.00,9.00,1.26
2000-10-04,16:03:42,1,8.94,11.00,8.00,0.94
2000-10-04,16:03:46,501,2.95,11.00,7.00,0.33
2000-10-04,16:06:21,50,11.30,7.00,6.00,1.74
2000-10-04,16:07:18,28,9.73,7.00,8.00,1.30
2000-10-04,16:07:44,30,5.87,8.00,10.00,0.65
2000-10-04,16:08:05,1,9.18,10.00,10.00,0.92
2000-10-04,16:08:19,50,12.29,11.00,8.00,1.29
2000-10-04,16:08:24,501,9.77,7.00,8.00,1.30
2000-10-04,16:09:17,458,5.14,11.00,8.00,0.54
2000-10-04,16:10:10,28,12.13,7.00,9.00,1.52
2000-10-04,16:10:29,50,12.85,8.00,7.00,1.71
2000-10-04,16:11:10,501,8.50,6.00,9.00,1.13
2000-10-04,16:13:29,458,5.75,7.00,11.00,0.64
2000-10-04,16:13:54,28,9.46,7.00,10.00,1.11
