Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-10-02,14:05:59,11,30.18,20.00,19.00,1.55
2000-10-02,14:07:48,1,13.03,16.00,14.00,0.87
2000-10-02,14:16:55,9,26.73,19.00,14.00,1.62
2000-10-02,14:18:03,1,12.85,23.00,19.00,0.61
2000-10-02,14:19:01,66,20.58,20.00,18.00,1.08
2000-10-02,14:19:39,11,28.38,22.00,25.00,1.21
2000-10-02,14:22:07,9,27.11,21.00,18.00,1.39
2000-10-02,14:23:59,232,25.39,18.00,18.00,1.41
2000-10-02,14:25:00,381,29.15,20.00,12.00,1.82
2000-10-02,14:30:36,9,26.67,17.00,21.00,1.40
2000-10-02,14:33:11,124,26.47,19.00,19.00,1.39
2000-10-02,14:33:26,27,26.90,16.00,11.00,1.99
2000-10-02,14:38:29,9,27.05,17.00,18.00,1.55
2000-10-02,14:39:56,381,27.96,17.00,13.00,1.86
2000-10-02,14:41:06,27,21.25,15.00,22.00,1.15
2000-10-02,14:42:43,124,23.60,17.00,12.00,1.63
2000-10-02,14:45:00,381,27.96,16.00,17.00,1.69
2000-10-02,14:45:56,1,12.15,15.00,15.00,0.81
2000-10-02,14:49:36,381,24.29,21.00,13.00,1.43
