Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2004-10-02,13:12:38,73,21.98,20.00,0.00,1.10
2004-10-02,13:14:35,85,21.30,28.00,0.00,0.76
2004-10-02,13:15:06,75,20.44,26.00,0.00,0.79
2004-10-02,13:15:33,68,28.24,26.00,0.00,1.09
2004-10-02,13:15:50,63,21.35,26.00,0.00,0.82
2004-10-02,13:17:37,14,27.82,24.00,0.00,1.16
2004-10-02,13:19:26,73,23.94,30.00,0.00,0.80
2004-10-02,13:21:58,171,24.54,22.00,0.00,1.12
2004-10-02,13:22:15,777,26.63,24.00,0.00,1.11
2004-10-02,13:22:58,15,19.79,20.00,0.00,0.99
2004-10-02,13:24:07,181,23.64,18.00,0.00,1.31
2004-10-02,13:24:16,604,27.53,22.00,0.00,1.25
2004-10-02,13:24:39,171,22.92,22.00,0.00,1.04
2004-10-02,13:25:01,68,27.38,25.00,0.00,1.10
2004-10-02,13:25:30,180,28.28,20.00,0.00,1.41
2004-10-02,13:26:22,73,24.73,26.00,0.00,0.95
2004-10-02,13:26:42,1,25.75,19.00,0.00,1.36
2004-10-02,13:26:51,15,26.82,19.00,0.00,1.41
2004-10-02,13:28:02,67,28.63,22.00,0.00,1.30
2004-10-02,13:28:05,40,24.38,21.00,0.00,1.16
2004-10-02,13:29:10,85,24.86,21.00,0.00,1.18
2004-10-02,13:30:34,180,28.58,21.00,0.00,1.36
2004-10-02,13:32:53,454,23.32,20.00,0.00,1.17
2004-10-02,13:33:09,15,25.30,24.00,0.00,1.05
2004-10-02,13:33:13,181,27.94,25.00,0.00,1.12
2004-10-02,13:34:23,330,17.93,22.00,0.00,0.82
2004-10-02,13:34:41,171,22.00,22.00,0.00,1.00
2004-10-02,13:34:44,602,0.74,24.00,0.00,0.03
2004-10-02,13:34:57,36,19.26,24.00,0.00,0.80
2004-10-02,13:36:26,75,25.27,24.00,0.00,1.05
2004-10-02,13:36:30,85,25.07,23.00,0.00,1.09
2004-10-02,13:36:53,1,25.30,22.00,0.00,1.15
2004-10-02,13:38:09,14,29.48,22.00,0.00,1.34
2004-10-02,13:38:32,25,23.34,26.00,0.00,0.90
2004-10-02,13:39:00,68,26.71,25.00,0.00,1.07
2004-10-02,13:39:20,118,23.88,23.00,0.00,1.04
2004-10-02,13:39:32,777,25.13,20.00,0.00,1.26
2004-10-02,13:39:45,40,28.54,24.00,0.00,1.19
2004-10-02,13:41:28,602,24.54,19.00,0.00,1.29
2004-10-02,13:41:37,67,29.63,20.00,0.00,1.48
2004-10-02,13:42:03,26,19.90,22.00,0.00,0.90
2004-10-02,13:42:09,15,26.67,21.00,0.00,1.27
2004-10-02,13:43:39,75,24.00,18.00,0.00,1.33
2004-10-02,13:44:01,4,26.63,19.00,0.00,1.40
2004-10-02,13:44:08,181,27.74,18.00,0.00,1.54
2004-10-02,13:44:41,180,28.54,26.00,0.00,1.10
2004-10-02,13:44:56,67,30.50,18.00,0.00,1.69
2004-10-02,13:45:26,63,24.93,19.00,0.00,1.31
2004-10-02,13:45:59,1,26.98,26.00,0.00,1.04
2004-10-02,13:46:07,68,27.69,19.00,0.00,1.46
2004-10-02,13:46:20,15,23.73,24.00,0.00,0.99
2004-10-02,13:50:06,181,25.79,22.00,0.00,1.17
2004-10-02,13:50:27,180,27.70,23.00,0.00,1.20
2004-10-02,13:51:14,75,27.06,20.00,0.00,1.35
2004-10-02,13:53:58,67,29.30,24.00,0.00,1.22
2004-10-02,13:54:56,213,28.03,24.00,0.00,1.17
2004-10-02,13:56:42,181,28.45,19.00,0.00,1.50
2004-10-02,13:57:06,40,27.10,29.00,0.00,0.93
2004-10-02,13:57:18,15,24.47,24.00,0.00,1.02
2004-10-02,13:57:55,55,21.80,25.00,0.00,0.87
2004-10-02,13:58:09,180,28.58,28.00,0.00,1.02
2004-10-02,13:58:20,14,29.44,20.00,0.00,1.47
2004-10-02,13:58:46,610,24.48,17.00,0.00,1.44
2004-10-02,13:58:49,67,29.86,23.00,0.00,1.30
2004-10-02,14:00:48,26,19.08,26.00,0.00,0.73
2004-10-02,14:01:07,71,24.25,20.00,0.00,1.21
2004-10-02,14:01:23,777,24.32,17.00,0.00,1.43
2004-10-02,14:02:06,594,26.75,19.00,0.00,1.41
2004-10-02,14:02:56,180,29.67,19.00,0.00,1.56
2004-10-02,14:03:55,330,22.42,20.00,0.00,1.12
2004-10-02,14:05:04,67,29.63,19.00,0.00,1.56
2004-10-02,14:05:34,40,27.53,20.00,0.00,1.38
2004-10-02,14:05:59,53,26.00,24.00,0.00,1.08
2004-10-02,14:06:56,75,13.49,22.00,0.00,0.61
2004-10-02,14:07:54,454,24.19,21.00,0.00,1.15
2004-10-02,14:07:57,777,24.90,24.00,0.00,1.04
2004-10-02,14:08:57,610,23.73,18.00,0.00,1.32
2004-10-02,14:09:12,15,25.26,23.00,0.00,1.10
2004-10-02,14:09:50,213,22.34,19.00,0.00,1.18
2004-10-02,14:10:01,623,26.75,20.00,0.00,1.34
2004-10-02,14:10:09,68,27.53,19.00,0.00,1.45
2004-10-02,14:10:37,19,25.37,25.00,0.00,1.01
2004-10-02,14:11:00,180,28.41,18.00,0.00,1.58
2004-10-02,14:12:43,40,28.45,25.00,0.00,1.14
2004-10-02,14:13:02,777,26.26,21.00,0.00,1.25
2004-10-02,14:13:27,4,27.78,27.00,0.00,1.03
2004-10-02,14:13:56,181,27.82,21.00,0.00,1.32
2004-10-02,14:14:30,67,2.78,22.00,0.00,0.13
