Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-09-30,15:50:18,3,23.06,0.00,0.00,
2001-09-30,15:51:36,27,21.78,0.00,0.00,
2001-09-30,15:52:47,11,21.07,0.00,0.00,
2001-09-30,15:53:18,124,23.36,0.00,0.00,
2001-09-30,15:53:51,20,25.10,0.00,0.00,
2001-09-30,15:54:32,171,21.78,0.00,0.00,
2001-09-30,15:55:08,213,25.47,0.00,0.00,
2001-09-30,15:56:09,3,26.32,0.00,0.00,
2001-09-30,15:56:35,124,24.08,0.00,0.00,
2001-09-30,15:56:43,11,25.28,0.00,0.00,
2001-09-30,15:57:54,27,22.76,0.00,0.00,
2001-09-30,15:58:45,19,27.33,0.00,0.00,
2001-09-30,15:59:41,213,25.46,0.00,0.00,
2001-09-30,16:00:25,171,25.65,0.00,0.00,
2001-09-30,16:00:52,124,24.84,0.00,0.00,
2001-09-30,16:02:19,27,25.28,0.00,0.00,
2001-09-30,16:02:30,3,23.75,0.00,0.00,
2001-09-30,16:03:08,9,21.65,0.00,0.00,
2001-09-30,16:03:22,44,21.91,0.00,0.00,
2001-09-30,16:04:01,11,25.46,0.00,0.00,
2001-09-30,16:04:35,808,20.94,0.00,0.00,
2001-09-30,16:06:21,213,17.83,0.00,0.00,
2001-09-30,16:06:30,19,25.84,0.00,0.00,
2001-09-30,16:07:38,13,11.29,0.00,0.00,
2001-09-30,16:07:50,27,24.83,0.00,0.00,
2001-09-30,16:08:12,9,23.51,0.00,0.00,
2001-09-30,16:08:27,124,21.52,0.00,0.00,
2001-09-30,16:09:13,7,25.65,0.00,0.00,
2001-09-30,16:09:40,171,21.78,0.00,0.00,
2001-09-30,16:10:28,20,0.74,0.00,0.00,
2001-09-30,16:10:35,1,9.35,0.00,0.00,
2001-09-30,16:12:19,27,22.54,0.00,0.00,
2001-09-30,16:12:54,181,22.33,0.00,0.00,
2001-09-30,16:13:11,19,28.32,0.00,0.00,
