Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2001-10-02,12:13:31,13,9.79,19.00,21.00,0.49
2001-10-02,12:26:37,671,20.94,18.00,20.00,1.10
2001-10-02,12:30:54,13,4.69,19.00,14.00,0.28
2001-10-02,12:33:20,13,12.30,16.00,18.00,0.72
2001-10-02,12:39:16,13,12.32,17.00,17.00,0.72
2001-10-02,12:46:43,671,20.78,14.00,20.00,1.22
2001-10-02,12:50:09,2,19.14,17.00,17.00,1.13
2001-10-02,12:52:41,671,21.15,17.00,14.00,1.36
2001-10-02,12:56:32,671,21.54,14.00,16.00,1.44
2001-10-02,12:57:16,2,19.92,15.00,21.00,1.11
2001-10-02,13:02:20,9,22.03,16.00,19.00,1.26
2001-10-02,13:04:59,18,13.40,10.00,25.00,0.77
2001-10-02,13:05:18,2,12.33,11.00,21.00,0.77
2001-10-02,13:05:46,5,18.75,20.00,19.00,0.96
2001-10-02,13:06:50,671,13.40,18.00,24.00,0.64
2001-10-02,13:07:19,9,22.28,17.00,19.00,1.24
2001-10-02,13:10:19,18,17.17,18.00,21.00,0.88
2001-10-02,13:12:59,2,21.19,17.00,20.00,1.15
2001-10-02,13:15:44,9,23.09,16.00,21.00,1.25
2001-10-02,13:16:24,18,17.91,20.00,19.00,0.92
2001-10-02,13:16:48,2,20.39,21.00,15.00,1.13
2001-10-02,13:17:56,2,17.54,15.00,16.00,1.13
2001-10-02,13:22:32,18,15.99,17.00,22.00,0.82
2001-10-02,13:22:51,671,14.85,16.00,23.00,0.76
2001-10-02,13:24:08,9,21.17,20.00,18.00,1.11
2001-10-02,13:28:16,9,21.44,18.00,21.00,1.10
2001-10-02,13:30:25,171,20.16,17.00,15.00,1.26
2001-10-02,13:30:45,671,23.04,17.00,19.00,1.28
2001-10-02,13:31:21,18,16.00,19.00,18.00,0.86
2001-10-02,13:32:19,6,23.48,20.00,16.00,1.30
2001-10-02,13:32:33,671,17.76,18.00,23.00,0.87
2001-10-02,13:33:04,2,17.21,18.00,20.00,0.91
2001-10-02,13:33:51,9,21.68,16.00,17.00,1.31
2001-10-02,13:35:48,9,25.02,21.00,17.00,1.32
2001-10-02,13:36:37,171,24.27,24.00,16.00,1.21
2001-10-02,13:37:19,5,21.71,22.00,18.00,1.09
2001-10-02,13:40:45,6,25.31,14.00,21.00,1.45
2001-10-02,13:41:09,2,20.41,17.00,20.00,1.10
2001-10-02,13:42:50,9,24.09,21.00,20.00,1.18
2001-10-02,13:43:57,171,24.42,20.00,18.00,1.29
2001-10-02,13:46:00,2,21.52,22.00,19.00,1.05
2001-10-02,13:47:46,6,25.57,21.00,17.00,1.35
2001-10-02,13:49:52,5,19.44,19.00,22.00,0.95
2001-10-02,13:50:08,124,23.29,24.00,18.00,1.11
2001-10-02,13:51:44,8,23.23,20.00,16.00,1.29
2001-10-02,13:53:49,9,23.91,21.00,19.00,1.20
2001-10-02,13:55:45,124,22.64,20.00,19.00,1.16
2001-10-02,13:55:54,6,26.23,16.00,18.00,1.54
2001-10-02,13:57:45,22,19.04,19.00,19.00,1.00
2001-10-02,13:57:56,8,21.59,22.00,16.00,1.14
2001-10-02,14:00:40,124,22.80,20.00,16.00,1.27
2001-10-02,14:02:25,6,25.11,18.00,16.00,1.48
2001-10-02,14:02:51,8,22.56,19.00,17.00,1.25
2001-10-02,14:03:27,22,18.84,25.00,18.00,0.88
2001-10-02,14:06:29,171,24.48,22.00,21.00,1.14
2001-10-02,14:08:00,9,23.57,21.00,20.00,1.15
2001-10-02,14:09:14,5,19.29,19.00,19.00,1.02
