Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2004-10-05,10:33:44,114,32.73,12.00,13.00,2.62
2004-10-05,10:36:48,171,28.09,26.00,22.00,1.17
2004-10-05,10:37:05,7,30.39,20.00,18.00,1.60
2004-10-05,10:37:27,180,31.52,16.00,18.00,1.85
2004-10-05,10:37:40,40,30.65,16.00,22.00,1.61
2004-10-05,10:38:48,67,31.80,17.00,27.00,1.45
2004-10-05,10:39:12,15,30.60,17.00,22.00,1.57
2004-10-05,10:39:43,14,29.05,19.00,21.00,1.45
2004-10-05,10:40:13,63,28.45,20.00,19.00,1.46
2004-10-05,10:40:34,114,33.98,19.00,16.00,1.94
2004-10-05,10:41:52,173,25.45,18.00,18.00,1.41
2004-10-05,10:42:31,67,30.92,14.00,19.00,1.87
2004-10-05,10:42:45,15,30.81,19.00,19.00,1.62
2004-10-05,10:45:20,14,28.91,17.00,24.00,1.41
2004-10-05,10:45:51,631,26.90,28.00,26.00,1.00
2004-10-05,10:46:19,171,27.66,20.00,15.00,1.58
2004-10-05,10:46:32,777,28.14,22.00,22.00,1.28
2004-10-05,10:47:24,67,31.69,18.00,22.00,1.58
2004-10-05,10:47:42,114,35.05,17.00,16.00,2.12
2004-10-05,10:48:22,68,27.70,24.00,22.00,1.20
2004-10-05,10:48:51,7,2.21,22.00,22.00,0.10
2004-10-05,10:49:51,73,29.88,25.00,20.00,1.33
2004-10-05,10:50:32,40,30.28,21.00,24.00,1.35
2004-10-05,10:50:50,67,31.74,27.00,26.00,1.20
2004-10-05,10:51:06,114,33.40,26.00,18.00,1.52
2004-10-05,10:51:59,631,28.18,23.00,25.00,1.17
2004-10-05,10:52:26,15,29.63,21.00,24.00,1.32
2004-10-05,10:52:52,14,28.59,20.00,22.00,1.36
2004-10-05,10:53:36,68,26.70,23.00,17.00,1.34
2004-10-05,10:53:55,63,26.31,16.00,23.00,1.35
2004-10-05,10:54:26,777,27.87,13.00,26.00,1.43
2004-10-05,10:54:46,173,25.67,24.00,19.00,1.19
2004-10-05,10:55:11,180,29.93,17.00,20.00,1.62
2004-10-05,10:55:32,67,30.86,23.00,22.00,1.37
2004-10-05,10:56:39,1,27.03,22.00,15.00,1.46
2004-10-05,10:56:54,15,27.32,22.00,16.00,1.44
2004-10-05,10:57:21,40,27.03,19.00,16.00,1.54
2004-10-05,10:58:12,181,27.92,14.00,14.00,1.99
2004-10-05,10:59:37,631,21.04,69.00,16.00,0.49
2004-10-05,11:00:15,180,31.29,15.00,20.00,1.79
2004-10-05,11:00:40,67,32.20,19.00,19.00,1.69
2004-10-05,11:00:59,68,27.66,18.00,18.00,1.54
2004-10-05,11:01:28,777,28.68,20.00,14.00,1.69
2004-10-05,11:02:01,173,26.39,19.00,22.00,1.29
2004-10-05,11:02:11,1,26.47,15.00,17.00,1.65
2004-10-05,11:02:26,85,25.30,23.00,25.00,1.05
2004-10-05,11:02:28,11,28.63,27.00,24.00,1.12
2004-10-05,11:03:09,213,30.08,19.00,22.00,1.47
2004-10-05,11:03:27,4,27.61,22.00,18.00,1.38
2004-10-05,11:03:53,7,26.74,19.00,17.00,1.49
2004-10-05,11:04:31,75,28.14,18.00,20.00,1.48
2004-10-05,11:04:39,114,32.73,17.00,21.00,1.72
2004-10-05,11:05:54,181,27.15,18.00,22.00,1.36
2004-10-05,11:06:07,9,26.39,17.00,19.00,1.47
2004-10-05,11:06:36,26,22.08,18.00,18.00,1.23
2004-10-05,11:07:19,15,29.24,20.00,21.00,1.43
2004-10-05,11:07:23,4,29.05,20.00,21.00,1.42
2004-10-05,11:07:29,7,29.93,19.00,20.00,1.53
2004-10-05,11:08:00,114,34.64,21.00,19.00,1.73
