Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2004-10-04,11:19:57,604,24.19,12.00,16.00,1.73
2004-10-04,11:22:05,70,18.11,13.00,14.00,1.34
2004-10-04,11:27:15,604,26.84,20.00,15.00,1.53
2004-10-04,11:29:27,617,24.42,12.00,16.00,1.74
2004-10-04,11:30:27,40,7.18,11.00,16.00,0.53
2004-10-04,11:31:32,9,19.73,9.00,10.00,2.08
2004-10-04,11:35:46,4,7.10,8.00,18.00,0.55
2004-10-04,11:37:56,604,25.79,10.00,15.00,2.06
2004-10-04,11:41:30,70,13.44,14.00,12.00,1.03
2004-10-04,11:42:26,622,14.96,15.00,16.00,0.96
2004-10-04,11:44:08,55,4.58,13.00,16.00,0.32
2004-10-04,11:44:49,617,12.46,12.00,13.00,1.00
2004-10-04,11:46:10,4,19.62,11.00,13.00,1.64
2004-10-04,11:46:18,67,22.26,8.00,14.00,2.02
2004-10-04,11:49:10,51,20.76,14.00,14.00,1.48
2004-10-04,11:49:33,295,23.46,16.00,12.00,1.68
2004-10-04,11:56:39,75,19.49,8.00,13.00,1.86
2004-10-04,11:59:37,23,16.44,16.00,13.00,1.13
2004-10-04,12:02:29,70,8.33,9.00,16.00,0.67
2004-10-04,12:04:16,51,17.86,11.00,10.00,1.70
2004-10-04,12:07:23,11,19.53,15.00,11.00,1.50
2004-10-04,12:07:48,622,9.21,8.00,11.00,0.97
2004-10-04,12:08:30,67,25.61,9.00,14.00,2.23
2004-10-04,12:10:03,604,12.05,7.00,12.00,1.27
2004-10-04,12:10:18,75,20.91,8.00,13.00,1.99
2004-10-04,12:14:48,604,3.92,9.00,11.00,0.39
2004-10-04,12:17:46,51,2.36,8.00,9.00,0.28
2004-10-04,12:18:12,171,6.21,9.00,7.00,0.78
2004-10-04,12:25:01,70,5.37,14.00,8.00,0.49
2004-10-04,12:25:25,510,9.91,8.00,5.00,1.53
2004-10-04,12:25:32,67,19.45,8.00,8.00,2.43
2004-10-04,12:28:35,4,7.90,12.00,8.00,0.79
2004-10-04,12:31:22,75,18.93,14.00,13.00,1.40
2004-10-04,12:31:34,11,20.24,12.00,13.00,1.62
2004-10-04,12:31:50,4,19.73,7.00,10.00,2.32
2004-10-04,12:31:55,50,5.99,10.00,10.00,0.60
2004-10-04,12:33:15,67,18.62,12.00,6.00,2.07
2004-10-04,12:33:23,510,9.55,12.00,9.00,0.91
2004-10-04,12:33:43,26,9.63,8.00,12.00,0.96
2004-10-04,12:34:53,114,20.95,13.00,9.00,1.90
2004-10-04,12:35:33,50,5.37,12.00,8.00,0.54
2004-10-04,12:37:52,67,20.20,12.00,9.00,1.92
2004-10-04,12:41:03,4,18.07,7.00,9.00,2.26
2004-10-04,12:41:19,11,16.20,8.00,8.00,2.03
2004-10-04,12:42:13,110,11.94,11.00,12.00,1.04
2004-10-04,12:44:22,40,5.13,9.00,12.00,0.49
2004-10-04,12:44:59,67,20.43,10.00,12.00,1.86
2004-10-04,12:48:08,26,12.47,7.00,10.00,1.47
2004-10-04,12:49:03,4,20.20,9.00,14.00,1.76
2004-10-04,12:49:13,114,21.28,9.00,11.00,2.13
2004-10-04,12:49:33,85,18.05,7.00,10.00,2.12
2004-10-04,12:52:38,11,18.52,8.00,8.00,2.32
2004-10-04,12:53:06,26,16.13,8.00,10.00,1.79
2004-10-04,12:56:40,70,5.63,7.00,10.00,0.66
2004-10-04,13:03:09,67,17.32,10.00,13.00,1.51
2004-10-04,13:06:03,85,16.78,11.00,10.00,1.60
2004-10-04,13:06:28,4,16.09,9.00,10.00,1.69
2004-10-04,13:08:32,295,17.73,5.00,12.00,2.09
2004-10-04,13:08:47,67,20.78,9.00,5.00,2.97
2004-10-04,13:08:55,26,10.90,7.00,10.00,1.28
2004-10-04,13:09:34,23,17.32,8.00,12.00,1.73
2004-10-04,13:10:29,9,18.88,13.00,12.00,1.51
2004-10-04,13:12:16,11,19.43,12.00,12.00,1.62
2004-10-04,13:12:34,67,24.32,7.00,14.00,2.32
2004-10-04,13:12:50,4,20.95,9.00,10.00,2.21
2004-10-04,13:13:27,85,19.88,13.00,10.00,1.73
2004-10-04,13:13:59,26,16.10,11.00,13.00,1.34
2004-10-04,13:14:50,9,20.08,13.00,10.00,1.75
2004-10-04,13:15:14,23,17.04,10.00,8.00,1.89
2004-10-04,13:23:50,622,15.33,9.00,13.00,1.39
2004-10-04,13:28:16,26,16.52,8.00,6.00,2.36
2004-10-04,13:28:35,23,17.32,13.00,8.00,1.65
2004-10-04,13:29:36,4,18.02,7.00,9.00,2.25
2004-10-04,13:34:55,85,17.34,9.00,10.00,1.82
2004-10-04,13:35:19,26,15.56,10.00,13.00,1.35
2004-10-04,13:35:24,9,18.22,12.00,9.00,1.74
2004-10-04,13:36:40,11,1.01,11.00,8.00,0.11
2004-10-04,13:40:28,8,16.86,11.00,11.00,1.53
2004-10-04,13:42:00,23,18.87,12.00,10.00,1.72
2004-10-04,13:45:56,9,17.75,11.00,11.00,1.61
2004-10-04,13:46:35,617,15.33,8.00,14.00,1.39
2004-10-04,13:47:40,118,1.96,10.00,9.00,0.21
2004-10-04,13:47:45,85,19.10,13.00,10.00,1.66
2004-10-04,13:48:51,67,21.25,11.00,11.00,1.93
2004-10-04,13:49:23,8,15.33,10.00,8.00,1.70
2004-10-04,14:00:26,121,6.39,12.00,6.00,0.71
2004-10-04,14:01:48,118,17.52,13.00,8.00,1.67
2004-10-04,14:02:31,11,17.44,10.00,11.00,1.66
2004-10-04,14:06:25,121,3.64,7.00,11.00,0.41
2004-10-04,14:07:37,622,11.10,8.00,10.00,1.23
2004-10-04,14:09:31,121,6.52,7.00,7.00,0.93
2004-10-04,14:13:31,617,17.91,13.00,8.00,1.71
2004-10-04,14:14:01,118,19.06,14.00,13.00,1.41
2004-10-04,14:15:04,38,16.29,12.00,9.00,1.55
2004-10-04,14:15:16,8,18.99,14.00,8.00,1.73
2004-10-04,14:16:25,9,17.34,14.00,11.00,1.39
2004-10-04,14:18:03,121,7.19,8.00,7.00,0.96
2004-10-04,14:19:35,171,5.44,7.00,13.00,0.54
2004-10-04,14:21:41,121,5.09,10.00,11.00,0.49
2004-10-04,14:22:40,67,20.22,14.00,11.00,1.62
2004-10-04,14:24:52,14,4.98,10.00,11.00,0.47
2004-10-04,14:28:26,121,5.82,9.00,9.00,0.65
2004-10-04,14:36:12,8,18.74,9.00,12.00,1.78
2004-10-04,14:36:27,121,12.15,9.00,14.00,1.06
2004-10-04,14:36:44,295,18.29,9.00,11.00,1.83
2004-10-04,14:39:17,23,9.66,8.00,6.00,1.38
2004-10-04,14:58:46,121,6.35,10.00,8.00,0.71
2004-10-04,14:59:48,510,9.73,10.00,9.00,1.02
2004-10-04,15:09:03,510,9.30,7.00,9.00,1.16
2004-10-04,15:09:55,121,8.72,10.00,11.00,0.83
2004-10-04,15:10:30,23,15.76,11.00,12.00,1.37
2004-10-04,15:11:07,239,9.67,10.00,12.00,0.88
2004-10-04,15:11:26,68,16.77,14.00,11.00,1.34
2004-10-04,15:16:25,510,9.04,11.00,7.00,1.00
2004-10-04,15:23:44,121,3.89,6.00,9.00,0.52
2004-10-04,15:26:19,808,4.21,7.00,7.00,0.60
2004-10-04,15:31:41,68,16.34,4.00,6.00,3.27
2004-10-04,15:33:19,67,15.40,7.00,7.00,2.20
2004-10-04,15:35:36,23,12.70,13.00,6.00,1.34
2004-10-04,15:37:42,510,9.28,10.00,6.00,1.16
2004-10-04,15:39:21,68,11.77,6.00,7.00,1.81
2004-10-04,15:42:22,510,6.94,5.00,6.00,1.26
2004-10-04,15:42:27,9,4.06,5.00,8.00,0.62
2004-10-04,15:54:20,808,3.84,6.00,7.00,0.59
