Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-10-05,12:54:00,30,6.48,21.00,0.00,0.62
2000-10-05,12:57:05,30,12.37,0.00,18.00,1.37
2000-10-05,12:58:03,99,11.39,0.00,23.00,0.99
2000-10-05,13:03:08,30,9.09,0.00,21.00,0.87
2000-10-05,13:06:01,30,7.51,23.00,0.00,0.65
2000-10-05,13:06:46,99,5.11,24.00,0.00,0.43
2000-10-05,13:09:45,30,13.90,0.00,21.00,1.32
2000-10-05,13:17:07,99,12.03,18.00,21.00,0.62
2000-10-05,13:17:13,30,8.63,23.00,20.00,0.40
2000-10-05,13:20:35,99,9.34,23.00,23.00,0.41
2000-10-05,13:22:16,30,7.35,18.00,22.00,0.37
2000-10-05,13:28:18,99,11.90,25.00,23.00,0.50
2000-10-05,13:29:26,30,12.14,21.00,8.00,0.84
2000-10-05,13:31:35,17,25.35,23.00,23.00,1.10
2000-10-05,13:31:47,99,7.47,15.00,18.00,0.45
2000-10-05,13:35:52,17,28.70,20.00,24.00,1.30
2000-10-05,13:37:57,99,11.65,23.00,14.00,0.63
2000-10-05,13:43:46,17,6.18,20.00,19.00,0.32
2000-10-05,13:44:10,99,9.92,20.00,19.00,0.51
2000-10-05,13:45:24,30,7.43,24.00,19.00,0.35
2000-10-05,13:48:23,30,11.61,21.00,17.00,0.61
2000-10-05,13:51:19,99,3.89,21.00,21.00,0.19
2000-10-05,13:54:01,99,9.12,16.00,15.00,0.59
2000-10-05,13:56:59,99,6.55,19.00,13.00,0.41
2000-10-05,13:58:32,30,3.32,12.00,13.00,0.27
2000-10-05,14:04:24,458,6.26,16.00,11.00,0.46
2000-10-05,14:05:03,1,9.35,13.00,11.00,0.78
2000-10-05,14:08:16,30,1.99,10.00,11.00,0.19
2000-10-05,14:11:03,458,6.45,10.00,10.00,0.64
2000-10-05,14:11:35,30,8.11,14.00,15.00,0.56
2000-10-05,14:13:52,458,8.39,13.00,13.00,0.65
2000-10-05,14:15:05,30,7.98,17.00,13.00,0.53
2000-10-05,14:23:09,458,2.10,13.00,11.00,0.17
2000-10-05,14:32:29,458,9.98,16.00,21.00,0.54
2000-10-05,14:36:59,458,8.18,23.00,18.00,0.40
2000-10-05,14:38:34,99,11.93,20.00,18.00,0.63
2000-10-05,14:38:59,458,12.09,22.00,23.00,0.54
2000-10-05,14:41:31,99,9.11,21.00,21.00,0.43
2000-10-05,14:43:25,99,11.34,20.00,23.00,0.53
2000-10-05,14:45:10,458,10.40,19.00,20.00,0.53
2000-10-05,14:48:54,458,10.04,16.00,19.00,0.57
2000-10-05,14:49:13,99,9.16,22.00,20.00,0.44
2000-10-05,14:50:57,99,13.30,18.00,24.00,0.63
2000-10-05,14:52:00,17,24.30,22.00,21.00,1.13
2000-10-05,14:53:17,458,10.39,19.00,21.00,0.52
2000-10-05,14:53:34,17,20.19,18.00,18.00,1.12
2000-10-05,14:55:17,17,23.55,20.00,15.00,1.35
2000-10-05,14:56:12,99,11.51,18.00,17.00,0.66
2000-10-05,14:57:15,17,16.91,18.00,13.00,1.09
2000-10-05,14:58:31,17,24.53,16.00,15.00,1.58
2000-10-05,14:58:59,458,13.33,20.00,20.00,0.67
2000-10-05,15:01:27,17,15.76,23.00,19.00,0.75
2000-10-05,15:04:13,17,22.01,15.00,18.00,1.33
2000-10-05,15:04:30,458,13.82,13.00,14.00,1.02
2000-10-05,15:05:06,99,13.47,15.00,15.00,0.90
2000-10-05,15:07:20,17,10.05,18.00,17.00,0.57
2000-10-05,15:07:32,458,10.25,19.00,15.00,0.60
2000-10-05,15:07:46,99,11.23,18.00,17.00,0.64
2000-10-05,15:09:30,458,13.25,17.00,18.00,0.76
2000-10-05,15:09:56,99,12.92,18.00,15.00,0.78
2000-10-05,15:15:00,458,3.73,14.00,17.00,0.24
2000-10-05,15:18:38,458,9.10,13.00,20.00,0.55
2000-10-05,15:19:04,17,6.27,17.00,17.00,0.37
2000-10-05,15:22:21,458,10.18,14.00,11.00,0.81
2000-10-05,15:25:09,458,7.04,13.00,17.00,0.47
