Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-10-05,11:26:48,9,26.53,21.00,13.00,1.56
2000-10-05,11:28:58,150,24.39,16.00,14.00,1.63
2000-10-05,11:29:33,622,23.36,14.00,14.00,1.67
2000-10-05,11:32:08,66,25.95,13.00,16.00,1.79
2000-10-05,11:34:01,622,25.67,18.00,15.00,1.56
2000-10-05,11:34:57,197,23.89,14.00,14.00,1.71
2000-10-05,11:35:11,11,27.30,15.00,19.00,1.61
2000-10-05,11:35:25,1,15.69,17.00,10.00,1.16
2000-10-05,11:35:44,9,26.13,18.00,10.00,1.87
2000-10-05,11:36:04,150,23.92,11.00,18.00,1.65
2000-10-05,11:37:32,66,24.64,17.00,8.00,1.97
2000-10-05,11:38:33,622,24.10,14.00,10.00,2.01
2000-10-05,11:39:28,15,25.67,14.00,12.00,1.97
2000-10-05,11:39:42,11,26.61,15.00,14.00,1.84
2000-10-05,11:41:13,1,16.89,9.00,13.00,1.54
2000-10-05,11:43:03,7,23.92,18.00,12.00,1.59
2000-10-05,11:43:30,150,21.73,13.00,16.00,1.50
2000-10-05,11:44:35,622,21.44,16.00,17.00,1.30
2000-10-05,11:45:02,9,26.91,11.00,15.00,2.07
2000-10-05,11:47:33,1,14.82,13.00,12.00,1.19
2000-10-05,11:47:55,8,22.24,14.00,13.00,1.65
2000-10-05,11:48:34,181,25.60,16.00,13.00,1.77
2000-10-05,11:49:10,622,22.19,15.00,16.00,1.43
2000-10-05,11:49:41,171,24.39,10.00,13.00,2.12
2000-10-05,11:50:13,5,23.68,14.00,17.00,1.53
2000-10-05,11:51:21,7,23.11,10.00,17.00,1.71
2000-10-05,11:51:53,11,26.24,10.00,14.00,2.19
2000-10-05,11:53:09,1,16.38,17.00,12.00,1.13
2000-10-05,11:54:36,15,27.45,15.00,12.00,2.03
2000-10-05,11:55:43,66,27.98,14.00,16.00,1.87
2000-10-05,11:56:11,9,25.74,11.00,16.00,1.91
2000-10-05,11:56:19,11,26.46,16.00,19.00,1.51
2000-10-05,11:56:49,27,24.20,12.00,18.00,1.61
2000-10-05,11:57:26,197,21.31,13.00,16.00,1.47
2000-10-05,11:58:13,7,27.41,13.00,10.00,2.38
2000-10-05,11:58:23,15,27.45,18.00,12.00,1.83
2000-10-05,11:58:46,171,25.09,18.00,19.00,1.36
2000-10-05,11:59:28,66,26.17,19.00,14.00,1.59
2000-10-05,12:00:03,181,22.19,12.00,15.00,1.64
2000-10-05,12:00:30,622,22.56,15.00,10.00,1.80
2000-10-05,12:01:03,11,25.67,14.00,18.00,1.60
2000-10-05,12:01:52,27,23.80,16.00,10.00,1.83
2000-10-05,12:02:58,181,26.57,12.00,18.00,1.77
2000-10-05,12:03:40,1,16.48,15.00,20.00,0.94
2000-10-05,12:04:09,66,28.57,19.00,18.00,1.54
2000-10-05,12:04:46,622,25.23,10.00,13.00,2.19
2000-10-05,12:05:47,88,22.29,19.00,15.00,1.31
2000-10-05,12:05:57,8,25.29,15.00,15.00,1.69
2000-10-05,12:06:05,7,27.10,13.00,15.00,1.94
2000-10-05,12:06:21,5,25.57,19.00,17.00,1.42
2000-10-05,12:07:34,15,26.87,14.00,11.00,2.15
2000-10-05,12:07:48,150,1.59,20.00,12.00,0.10
2000-10-05,12:08:19,9,27.62,9.00,12.00,2.63
2000-10-05,12:10:00,171,25.26,12.00,13.00,2.02
2000-10-05,12:10:09,1,15.74,13.00,9.00,1.43
2000-10-05,12:11:02,181,26.46,16.00,18.00,1.56
2000-10-05,12:12:14,5,24.57,17.00,14.00,1.59
2000-10-05,12:13:31,622,22.53,12.00,12.00,1.88
2000-10-05,12:14:41,27,26.02,8.00,12.00,2.60
