Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2003-10-07,12:02:04,8,12.76,14.00,0.00,1.82
2003-10-07,12:02:52,121,10.58,21.00,0.00,1.01
2003-10-07,12:08:50,121,13.72,18.00,0.00,1.52
2003-10-07,12:28:18,121,5.52,15.00,0.00,0.74
2003-10-07,12:34:02,24,26.97,13.00,0.00,4.15
2003-10-07,12:44:12,121,6.18,11.00,0.00,1.12
2003-10-07,12:49:51,2,23.22,18.00,0.00,2.58
2003-10-07,12:53:17,22,23.01,18.00,0.00,2.56
2003-10-07,12:56:48,121,11.68,16.00,0.00,1.46
2003-10-07,12:58:31,22,20.78,18.00,0.00,2.31
2003-10-07,13:01:02,2,24.41,12.00,0.00,4.07
2003-10-07,13:02:23,114,26.85,17.00,0.00,3.16
2003-10-07,13:03:12,22,27.17,16.00,0.00,3.40
2003-10-07,14:01:29,121,11.53,17.00,0.00,1.36
2003-10-07,14:05:11,43,8.51,18.00,0.00,0.95
2003-10-07,14:14:30,121,7.48,16.00,0.00,0.94
2003-10-07,14:26:44,24,27.04,11.00,0.00,4.92
2003-10-07,14:29:54,71,17.22,20.00,0.00,1.72
2003-10-07,14:36:42,77,21.93,12.00,0.00,3.65
2003-10-07,14:37:52,197,24.94,22.00,0.00,2.27
2003-10-07,14:39:20,11,25.60,19.00,0.00,2.70
2003-10-07,14:40:16,77,24.32,25.00,0.00,1.95
2003-10-07,14:40:36,71,23.84,20.00,0.00,2.38
2003-10-07,14:40:39,20,20.72,24.00,0.00,1.73
2003-10-07,14:46:03,27,21.34,13.00,0.00,3.28
2003-10-07,14:46:07,213,5.40,14.00,0.00,0.77
2003-10-07,14:46:54,121,14.86,16.00,0.00,1.86
2003-10-07,14:46:58,77,26.12,21.00,0.00,2.49
2003-10-07,14:47:00,22,29.28,19.00,0.00,3.08
2003-10-07,14:49:14,124,23.30,14.00,0.00,3.33
2003-10-07,14:49:46,71,24.41,14.00,0.00,3.49
2003-10-07,14:50:56,20,12.72,18.00,0.00,1.41
2003-10-07,14:51:14,22,29.67,18.00,0.00,3.30
2003-10-07,14:52:08,114,26.65,13.00,0.00,4.10
2003-10-07,14:52:23,8,15.18,19.00,0.00,1.60
2003-10-07,14:56:25,27,20.95,14.00,0.00,2.99
2003-10-07,14:59:49,20,18.96,18.00,0.00,2.11
2003-10-07,15:01:00,124,11.24,16.00,0.00,1.41
2003-10-07,15:02:52,22,26.26,24.00,0.00,2.19
2003-10-07,15:03:38,11,19.80,13.00,0.00,3.05
2003-10-07,15:05:20,114,26.96,21.00,0.00,2.57
2003-10-07,15:07:50,78,8.03,19.00,0.00,0.84
2003-10-07,15:08:20,22,24.25,16.00,0.00,3.03
2003-10-07,15:15:26,114,29.85,17.00,0.00,3.51
2003-10-07,15:18:44,11,25.24,14.00,0.00,3.61
2003-10-07,15:19:50,77,25.56,20.00,27.00,1.09
2003-10-07,15:20:36,114,30.25,11.00,27.00,1.59
2003-10-07,15:23:15,78,21.39,19.00,25.00,0.97
2003-10-07,15:23:20,22,30.06,27.00,26.00,1.13
2003-10-07,15:24:15,114,31.96,23.00,29.00,1.23
2003-10-07,15:25:01,213,27.37,20.00,20.00,1.37
2003-10-07,15:25:06,124,22.37,20.00,19.00,1.15
2003-10-07,15:27:30,22,20.09,15.00,16.00,1.30
2003-10-07,15:27:36,27,22.29,23.00,13.00,1.24
