Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2000-09-30,12:52:37,99,4.53,5.00,7.00,0.76
2000-09-30,12:57:58,99,5.11,4.00,6.00,1.02
2000-09-30,13:00:24,99,6.00,7.00,6.00,0.92
2000-09-30,13:06:27,99,5.03,7.00,6.00,0.77
2000-09-30,13:09:07,99,5.43,7.00,8.00,0.72
2000-09-30,13:11:09,79,3.26,5.00,5.00,0.65
2000-09-30,13:14:04,99,5.39,8.00,5.00,0.83
2000-09-30,13:16:59,99,6.02,7.00,8.00,0.80
2000-09-30,13:18:35,79,3.44,6.00,9.00,0.46
2000-09-30,13:21:34,99,5.41,7.00,5.00,0.90
2000-09-30,13:24:04,79,3.99,6.00,8.00,0.57
2000-09-30,13:26:32,99,6.13,8.00,7.00,0.82
2000-09-30,13:28:08,79,4.61,6.00,8.00,0.66
2000-09-30,13:32:56,79,3.30,7.00,5.00,0.55
2000-09-30,13:33:33,99,4.23,6.00,5.00,0.77
2000-09-30,13:36:30,99,6.44,7.00,6.00,0.99
2000-09-30,13:38:10,79,4.03,5.00,7.00,0.67
2000-09-30,13:39:53,99,5.43,8.00,7.00,0.72
2000-09-30,13:42:54,99,6.84,5.00,7.00,1.14
2000-09-30,13:49:28,99,4.49,5.00,6.00,0.82
2000-09-30,13:52:54,99,5.20,5.00,7.00,0.87
2000-09-30,13:53:38,17,3.16,9.00,9.00,0.35
2000-09-30,13:54:27,79,2.71,7.00,5.00,0.45
2000-09-30,13:58:25,99,5.91,7.00,7.00,0.84
2000-09-30,14:03:00,17,5.26,7.00,7.00,0.75
2000-09-30,14:06:56,79,3.97,8.00,10.00,0.44
2000-09-30,14:07:28,17,4.03,7.00,7.00,0.57
2000-09-30,14:10:40,17,6.81,5.00,8.00,1.05
2000-09-30,14:10:47,99,5.44,6.00,8.00,0.78
2000-09-30,14:13:37,79,3.24,7.00,5.00,0.54
2000-09-30,14:13:58,17,4.44,6.00,5.00,0.81
2000-09-30,14:14:38,99,4.91,5.00,5.00,0.98
2000-09-30,14:17:15,99,5.78,7.00,7.00,0.83
2000-09-30,14:20:22,99,5.67,8.00,4.00,0.95
2000-09-30,14:22:23,79,3.11,6.00,8.00,0.44
2000-09-30,14:26:16,501,4.72,6.00,5.00,0.86
2000-09-30,14:26:31,99,5.07,5.00,6.00,0.92
2000-09-30,14:27:38,17,4.72,5.00,5.00,0.94
2000-09-30,14:29:05,501,5.30,4.00,5.00,1.18
2000-09-30,14:30:17,99,4.60,4.00,6.00,0.92
2000-09-30,14:32:04,27,4.03,5.00,5.00,0.81
2000-09-30,14:32:40,501,5.36,6.00,6.00,0.89
2000-09-30,14:35:06,79,2.88,7.00,6.00,0.44
2000-09-30,14:35:10,501,6.86,6.00,7.00,1.06
2000-09-30,14:37:17,27,4.26,8.00,5.00,0.65
2000-09-30,14:38:06,99,5.08,8.00,8.00,0.63
2000-09-30,14:38:36,501,5.16,5.00,6.00,0.94
2000-09-30,14:41:01,501,5.91,7.00,6.00,0.91
2000-09-30,14:41:38,17,4.01,7.00,6.00,0.62
2000-09-30,14:41:44,27,4.00,6.00,6.00,0.67
2000-09-30,14:44:10,99,4.04,6.00,5.00,0.74
2000-09-30,14:45:32,79,2.26,6.00,9.00,0.30
2000-09-30,14:46:06,28,5.28,8.00,4.00,0.88
2000-09-30,14:46:43,17,4.82,6.00,7.00,0.74
2000-09-30,14:47:49,99,5.41,6.00,5.00,0.98
2000-09-30,14:48:53,501,2.43,6.00,8.00,0.35
2000-09-30,14:51:27,28,4.79,8.00,6.00,0.68
2000-09-30,14:52:36,501,5.79,8.00,7.00,0.77
2000-09-30,14:53:47,17,3.70,6.00,7.00,0.57
2000-09-30,14:54:47,501,7.18,6.00,10.00,0.90
2000-09-30,14:54:52,99,4.88,6.00,9.00,0.65
2000-09-30,14:55:27,28,5.87,8.00,8.00,0.73
2000-09-30,14:56:29,27,4.47,7.00,10.00,0.53
2000-09-30,14:57:57,17,5.30,9.00,8.00,0.62
2000-09-30,14:58:55,28,7.13,9.00,8.00,0.84
2000-09-30,14:59:15,501,3.66,9.00,8.00,0.43
2000-09-30,15:02:05,501,6.76,7.00,7.00,0.97
2000-09-30,15:02:15,99,5.19,7.00,8.00,0.69
2000-09-30,15:02:37,28,6.79,6.00,8.00,0.97
2000-09-30,15:03:12,27,4.36,8.00,9.00,0.51
2000-09-30,15:04:03,501,6.73,8.00,8.00,0.84
2000-09-30,15:04:16,99,7.42,6.00,8.00,1.06
2000-09-30,15:06:02,28,6.44,7.00,9.00,0.80
