Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2003-10-05,12:01:24,71,22.33,19.00,17.00,1.24
2003-10-05,12:15:08,24,12.22,7.00,10.00,1.44
2003-10-05,12:22:58,24,25.73,17.00,16.00,1.56
2003-10-05,12:26:25,808,19.30,13.00,16.00,1.33
2003-10-05,12:34:27,24,18.42,14.00,12.00,1.42
2003-10-05,12:45:11,808,20.58,18.00,16.00,1.21
2003-10-05,12:51:38,24,22.00,12.00,15.00,1.63
2003-10-05,13:06:14,808,19.64,13.00,11.00,1.64
2003-10-05,13:07:27,14,19.72,12.00,16.00,1.41
2003-10-05,13:21:47,277,12.69,9.00,20.00,0.87
2003-10-05,13:22:04,14,21.58,13.00,20.00,1.31
2003-10-05,13:24:59,808,19.72,13.00,11.00,1.64
2003-10-05,13:29:31,14,14.75,11.00,14.00,1.18
2003-10-05,13:29:40,277,11.10,10.00,16.00,0.85
2003-10-05,13:30:01,8,15.28,17.00,20.00,0.83
2003-10-05,13:43:36,277,8.50,11.00,12.00,0.74
2003-10-05,13:46:45,808,5.60,13.00,12.00,0.45
2003-10-05,14:05:15,27,12.27,12.00,16.00,0.88
2003-10-05,14:13:18,27,11.63,11.00,15.00,0.89
2003-10-05,14:22:53,27,7.42,14.00,10.00,0.62
2003-10-05,14:24:28,8,7.76,9.00,13.00,0.71
2003-10-05,14:31:42,27,19.92,16.00,13.00,1.37
2003-10-05,14:37:38,27,7.57,14.00,12.00,0.58
2003-10-05,14:49:22,27,6.23,21.00,14.00,0.36
2003-10-05,15:25:31,121,3.48,9.00,9.00,0.39
2003-10-05,15:32:15,121,13.31,12.00,13.00,1.07
2003-10-05,15:33:11,11,0.53,12.00,14.00,0.04
2003-10-05,15:36:33,121,5.05,10.00,12.00,0.46
2003-10-05,15:42:53,121,3.95,10.00,13.00,0.34
2003-10-05,15:44:26,11,18.33,16.00,8.00,1.53
2003-10-05,15:46:00,121,9.06,16.00,14.00,0.60
2003-10-05,15:47:28,14,14.27,12.00,11.00,1.24
2003-10-05,15:51:09,121,6.51,12.00,12.00,0.54
2003-10-05,15:52:32,14,16.21,11.00,11.00,1.47
2003-10-05,15:53:28,27,13.66,13.00,14.00,1.01
2003-10-05,15:57:00,14,9.59,8.00,12.00,0.96
2003-10-05,15:57:22,121,4.59,11.00,8.00,0.48
2003-10-05,15:59:07,14,13.04,13.00,12.00,1.04
2003-10-05,16:05:20,14,5.77,10.00,8.00,0.64
2003-10-05,16:11:00,14,4.06,12.00,10.00,0.37
2003-10-05,16:11:37,11,3.76,10.00,9.00,0.40
2003-10-05,16:12:16,121,3.28,7.00,8.00,0.44
