Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2003-10-09,11:55:28,17,21.32,14.00,17.00,1.38
2003-10-09,12:04:10,17,26.46,17.00,19.00,1.47
2003-10-09,12:12:25,17,25.87,14.00,19.00,1.57
2003-10-09,12:16:32,17,25.48,19.00,23.00,1.21
2003-10-09,12:23:56,17,26.12,18.00,20.00,1.37
2003-10-09,12:27:02,114,30.01,17.00,16.00,1.82
2003-10-09,12:28:52,17,25.44,18.00,20.00,1.34
2003-10-09,12:30:26,114,28.58,16.00,18.00,1.68
2003-10-09,12:44:07,114,27.15,15.00,16.00,1.75
2003-10-09,12:45:40,17,23.04,15.00,21.00,1.28
2003-10-09,12:50:42,114,27.12,18.00,20.00,1.43
2003-10-09,12:51:25,17,25.16,17.00,21.00,1.32
2003-10-09,12:59:42,17,25.37,18.00,21.00,1.30
2003-10-09,13:00:28,141,20.14,13.00,20.00,1.22
2003-10-09,13:04:27,17,24.76,4.00,17.00,2.36
2003-10-09,13:06:06,114,28.67,18.00,18.00,1.59
2003-10-09,13:10:39,141,19.30,17.00,18.00,1.10
2003-10-09,13:18:45,38,18.20,15.00,15.00,1.21
2003-10-09,13:20:47,17,6.91,14.00,17.00,0.45
2003-10-09,13:24:01,141,19.65,17.00,15.00,1.23
2003-10-09,13:26:12,88,19.98,15.00,19.00,1.18
2003-10-09,13:27:50,38,20.52,14.00,15.00,1.41
2003-10-09,13:29:52,141,18.83,18.00,18.00,1.05
2003-10-09,13:34:03,88,16.97,16.00,15.00,1.09
2003-10-09,13:36:31,141,18.58,16.00,18.00,1.09
2003-10-09,13:40:35,88,18.77,15.00,21.00,1.04
2003-10-09,13:47:17,88,21.95,14.00,13.00,1.63
2003-10-09,13:47:31,141,19.42,16.00,19.00,1.11
2003-10-09,13:47:55,38,20.54,17.00,17.00,1.21
2003-10-09,13:53:46,88,20.93,16.00,19.00,1.20
2003-10-09,13:53:55,38,20.98,16.00,17.00,1.27
2003-10-09,13:54:11,24,27.11,20.00,18.00,1.43
2003-10-09,13:56:07,141,18.96,17.00,19.00,1.05
