Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2003-10-08,12:08:00,2,15.29,74.00,0.00,0.41
2003-10-08,12:12:57,24,3.84,0.00,0.00,
2003-10-08,12:47:09,24,23.27,0.00,0.00,
2003-10-08,13:02:22,24,25.26,0.00,0.00,
2003-10-08,13:17:41,24,24.63,0.00,0.00,
2003-10-08,13:28:30,24,25.51,0.00,0.00,
2003-10-08,13:39:17,24,26.23,0.00,0.00,
2003-10-08,13:47:45,24,27.07,0.00,0.00,
2003-10-08,13:51:21,2,26.54,0.00,0.00,
2003-10-08,14:00:20,2,27.07,0.00,0.00,
2003-10-08,14:03:31,26,26.74,0.00,0.00,
2003-10-08,14:14:49,2,25.19,0.00,0.00,
2003-10-08,14:30:08,2,26.71,0.00,0.00,
2003-10-08,14:38:58,2,28.14,0.00,0.00,
2003-10-08,14:52:21,24,0.41,0.00,0.00,
2003-10-08,14:52:31,2,3.17,0.00,0.00,
2003-10-08,14:54:44,2,29.41,0.00,0.00,
2003-10-08,15:09:23,2,26.50,0.00,0.00,
2003-10-08,15:11:05,24,29.95,0.00,0.00,
2003-10-08,15:18:49,2,28.74,0.00,0.00,
2003-10-08,15:32:50,24,26.59,0.00,0.00,
2003-10-08,15:33:31,2,25.63,0.00,0.00,
2003-10-08,15:41:51,2,23.90,0.00,0.00,
2003-10-08,15:43:17,24,30.42,0.00,0.00,
2003-10-08,15:47:03,2,28.33,0.00,0.00,
2003-10-08,16:04:25,2,33.27,0.00,0.00,
2003-10-08,16:05:57,114,29.60,0.00,0.00,
2003-10-08,16:13:22,386,29.75,0.00,0.00,
2003-10-08,16:13:29,114,32.01,0.00,0.00,
2003-10-08,16:20:59,2,30.78,0.00,0.00,
2003-10-08,16:22:26,386,1.00,0.00,0.00,
2003-10-08,16:23:20,114,21.81,0.00,0.00,
2003-10-08,16:26:44,24,32.36,0.00,0.00,
2003-10-08,16:27:06,386,27.84,0.00,0.00,
2003-10-08,16:27:55,1,25.04,0.00,0.00,
2003-10-08,16:28:05,38,2.60,0.00,0.00,
2003-10-08,16:29:24,14,27.32,0.00,0.00,
2003-10-08,16:31:26,386,30.52,0.00,0.00,
2003-10-08,16:32:35,26,0.14,0.00,0.00,
2003-10-08,16:33:27,1,24.90,0.00,0.00,
2003-10-08,16:33:38,14,27.71,0.00,0.00,
2003-10-08,16:36:08,386,26.99,0.00,0.00,
2003-10-08,16:36:37,114,30.00,0.00,0.00,
2003-10-08,16:38:32,14,27.71,0.00,0.00,
2003-10-08,16:40:38,386,29.07,0.00,0.00,
2003-10-08,16:41:48,1,26.35,0.00,0.00,
2003-10-08,16:44:02,213,27.92,0.00,0.00,
2003-10-08,16:47:13,14,25.96,0.00,0.00,
2003-10-08,16:47:31,1,25.74,0.00,0.00,
2003-10-08,16:49:39,11,29.26,0.00,0.00,
2003-10-08,16:52:00,14,26.87,0.00,0.00,
2003-10-08,16:56:28,1,21.94,0.00,0.00,
2003-10-08,16:56:55,11,26.47,0.00,0.00,
