Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2003-10-08,11:27:34,386,22.17,12.00,16.00,1.58
2003-10-08,11:32:36,386,24.49,12.00,17.00,1.69
2003-10-08,11:32:40,38,23.58,13.00,20.00,1.43
2003-10-08,11:43:20,386,20.05,12.00,17.00,1.38
2003-10-08,11:52:25,386,20.08,9.00,13.00,1.83
2003-10-08,11:53:01,38,15.04,12.00,15.00,1.11
2003-10-08,11:54:14,24,22.22,13.00,14.00,1.65
2003-10-08,11:56:17,325,12.80,10.00,14.00,1.07
2003-10-08,12:08:47,325,6.15,14.00,13.00,0.46
2003-10-08,12:13:13,24,20.77,9.00,10.00,2.19
2003-10-08,12:13:17,38,5.97,9.00,9.00,0.66
2003-10-08,12:14:27,2,19.42,12.00,15.00,1.44
2003-10-08,12:19:42,2,14.78,11.00,12.00,1.29
2003-10-08,12:21:33,88,4.93,11.00,8.00,0.52
2003-10-08,12:25:33,121,4.69,10.00,11.00,0.45
2003-10-08,12:46:26,24,23.20,9.00,12.00,2.21
2003-10-08,12:52:47,121,5.72,7.00,10.00,0.67
2003-10-08,12:55:52,510,6.39,11.00,13.00,0.53
2003-10-08,13:01:44,24,2.65,11.00,11.00,0.24
2003-10-08,13:03:51,121,9.78,10.00,14.00,0.81
2003-10-08,13:04:53,510,6.86,14.00,13.00,0.51
2003-10-08,13:12:12,510,6.71,10.00,9.00,0.71
2003-10-08,13:12:24,121,6.70,14.00,11.00,0.54
2003-10-08,13:17:00,24,22.65,11.00,12.00,1.97
2003-10-08,13:21:57,121,6.39,10.00,14.00,0.53
2003-10-08,13:22:23,510,7.12,10.00,11.00,0.68
2003-10-08,13:27:50,24,24.27,13.00,17.00,1.62
2003-10-08,13:28:34,510,8.06,14.00,14.00,0.58
2003-10-08,13:32:07,121,12.32,10.00,15.00,0.99
2003-10-08,13:34:50,510,10.21,12.00,15.00,0.76
2003-10-08,13:38:24,121,16.13,12.00,14.00,1.24
2003-10-08,13:38:37,24,24.39,15.00,17.00,1.52
2003-10-08,13:41:13,510,8.12,12.00,16.00,0.58
2003-10-08,13:45:57,14,23.31,11.00,17.00,1.66
2003-10-08,13:47:21,510,11.25,11.00,12.00,0.98
2003-10-08,13:50:31,14,24.13,13.00,16.00,1.66
2003-10-08,13:50:35,114,24.88,15.00,18.00,1.51
2003-10-08,13:52:24,121,16.16,11.00,13.00,1.35
2003-10-08,13:53:26,510,11.52,15.00,15.00,0.77
2003-10-08,13:57:46,114,23.69,11.00,18.00,1.63
2003-10-08,13:58:24,14,22.93,14.00,13.00,1.70
2003-10-08,13:59:39,2,24.97,14.00,16.00,1.66
2003-10-08,14:00:22,510,8.55,14.00,12.00,0.66
2003-10-08,14:02:56,114,22.36,12.00,13.00,1.79
2003-10-08,14:03:45,121,14.73,12.00,13.00,1.18
2003-10-08,14:03:52,277,14.60,12.00,12.00,1.22
2003-10-08,14:06:16,27,18.75,14.00,11.00,1.50
2003-10-08,14:06:50,510,9.91,12.00,15.00,0.73
2003-10-08,14:09:01,38,18.54,9.00,15.00,1.54
2003-10-08,14:10:26,2,15.36,10.00,12.00,1.40
2003-10-08,14:12:02,121,12.81,13.00,13.00,0.99
2003-10-08,14:12:21,24,24.13,11.00,12.00,2.10
2003-10-08,14:14:48,510,8.12,11.00,12.00,0.71
2003-10-08,14:15:41,27,12.54,11.00,16.00,0.93
2003-10-08,14:15:44,14,21.24,14.00,14.00,1.52
2003-10-08,14:16:06,386,20.35,13.00,16.00,1.40
2003-10-08,14:20:02,2,13.70,14.00,13.00,1.02
2003-10-08,14:20:24,14,22.44,9.00,16.00,1.80
